subject	glasses	component	bin	distance	offset
p12	smi	vertical	18	1.929676346	1.038597337
p12	smi	vertical	19	3.132093872	1.059754467
p12	smi	vertical	20	5.227452118	1.314110302
p12	g2	horizontal	1	0.107540953	11.52213598
p12	g2	horizontal	2	0.110094878	10.90958198
p12	g2	horizontal	3	0.11272402	11.77600716
p12	g2	horizontal	4	0.11443227	11.32380904
p12	g2	horizontal	5	0.117412954	10.44899051
p12	g2	horizontal	6	0.121690492	9.909894569
p12	g2	horizontal	7	0.123881073	8.884337929
p12	g2	horizontal	8	0.129636738	9.349891864
p12	g2	horizontal	9	0.132375897	9.177876439
p12	g2	horizontal	10	0.139320365	8.730619949
p12	g2	horizontal	11	0.150619527	6.787997529
p12	g2	horizontal	12	0.172173025	6.410840339
p12	g2	horizontal	13	0.212011663	5.456671399
p12	g2	horizontal	14	0.276798701	4.766150799
p12	g2	horizontal	15	0.390543218	2.978324649
p12	g2	horizontal	16	0.605302082	-0.101112971
p12	g2	horizontal	17	1.020853153	-1.960620671
p12	g2	horizontal	18	1.669582141	-2.309250291
p12	g2	horizontal	19	2.859001336	-3.082771891
p12	g2	horizontal	20	5.023505163	-3.205052741
p12	g2	vertical	1	0.107540953	-12.85364179
p12	g2	vertical	2	0.110094878	-13.12912047
p12	g2	vertical	3	0.11272402	-14.12903543
p12	g2	vertical	4	0.11443227	-13.57735259
p12	g2	vertical	5	0.117412954	-13.15524752
p12	g2	vertical	6	0.121690492	-11.72051017
p12	g2	vertical	7	0.123881073	-11.39895328
p12	g2	vertical	8	0.129636738	-11.38446367
p12	g2	vertical	9	0.132375897	-11.28007825
p12	g2	vertical	10	0.139320365	-10.98637228
p12	g2	vertical	11	0.150619527	-8.716816626
p12	g2	vertical	12	0.172173025	-7.371715156
p12	g2	vertical	13	0.212011663	-6.041137416
p12	g2	vertical	14	0.276798701	-2.819343466
p12	g2	vertical	15	0.390543218	-1.613773221
p12	g2	vertical	16	0.605302082	-0.965679936
p12	g2	vertical	17	1.020853153	-0.169684296
p12	g2	vertical	18	1.669582141	-0.133483431
p12	g2	vertical	19	2.859001336	0.990749384
p12	g2	vertical	20	5.023505163	0.450714159
p12	g3	horizontal	1	0.11357064	6.25900652
p12	g3	horizontal	2	0.115727506	5.41114737
p12	g3	horizontal	3	0.117875241	5.583462925
p12	g3	horizontal	4	0.129686562	5.25470498
p12	g3	horizontal	5	0.14963881	5.10747502
p12	g3	horizontal	6	0.16289731	3.327605465
p12	g3	horizontal	7	0.167532882	2.378036405
p12	g3	horizontal	8	0.178473755	0.1618251
p12	g3	horizontal	9	0.180790382	0.16685308
p12	g3	horizontal	10	0.186856776	0.45094072
p12	g3	horizontal	11	0.200108259	0.27268267
p12	g3	horizontal	12	0.224367574	0.164072395
p12	g3	horizontal	13	0.265187957	0.144102855
p12	g3	horizontal	14	0.334013574	-0.059546275
p12	g3	horizontal	15	0.445207309	0.03854404
p12	g3	horizontal	16	0.638263616	-0.048210315
p12	g3	horizontal	17	0.967719356	-0.223635085
p12	g3	horizontal	18	1.496687568	-0.26442456
p12	g3	horizontal	19	2.454630591	-0.183956085
p12	g3	horizontal	20	4.296089262	-0.05972438
p12	g3	vertical	1	0.11357064	2.024114865
p12	g3	vertical	2	0.115727506	1.690367835
p12	g3	vertical	3	0.117875241	-0.509848545
p12	g3	vertical	4	0.129686562	0.091668835
p12	g3	vertical	5	0.14963881	-0.084023745
p12	g3	vertical	6	0.16289731	-1.079955555
p12	g3	vertical	7	0.167532882	-0.38862719
p12	g3	vertical	8	0.178473755	-0.96471304
p12	g3	vertical	9	0.180790382	-1.403254515
p12	g3	vertical	10	0.186856776	-1.26925139
p12	g3	vertical	11	0.200108259	-1.082759345
p12	g3	vertical	12	0.224367574	-0.67113078
p12	g3	vertical	13	0.265187957	-0.21608681
p12	g3	vertical	14	0.334013574	0.06534283
p12	g3	vertical	15	0.445207309	-0.080681265
p12	g3	vertical	16	0.638263616	0.092856205
p12	g3	vertical	17	0.967719356	-0.18116408
p12	g3	vertical	18	1.496687568	-0.299104285
p12	g3	vertical	19	2.454630591	-0.022840455
p12	g3	vertical	20	4.296089262	-0.010851955
p12	vps	horizontal	1	0.14764514	0.613710166
p12	vps	horizontal	2	0.1509445	0.450929121
p12	vps	horizontal	3	0.160243085	-0.918800349
p12	vps	horizontal	4	0.173499411	0.552338201
p12	vps	horizontal	5	0.177932146	0.835783866
p12	vps	horizontal	6	0.184927964	0.810769301
p12	vps	horizontal	7	0.197659775	1.062102201
p12	vps	horizontal	8	0.205961534	1.046762561
p12	vps	horizontal	9	0.216072447	1.366178111
p12	vps	horizontal	10	0.232393571	0.796575836
p12	vps	horizontal	11	0.257755069	0.790922241
p12	vps	horizontal	12	0.297521013	0.554063261
p12	vps	horizontal	13	0.365628299	0.524833641
p12	vps	horizontal	14	0.465108485	0.317732791
p12	vps	horizontal	15	0.629590408	0.199413096
p12	vps	horizontal	16	0.910499187	0.272083371
p12	vps	horizontal	17	1.322412759	0.030945011
p12	vps	horizontal	18	2.009589903	-0.105570774
p12	vps	horizontal	19	3.218797025	-0.072170939
p12	vps	horizontal	20	5.404984685	-0.177774599
p12	vps	vertical	1	0.14764514	1.19538553
p12	vps	vertical	2	0.1509445	1.05349447
p12	vps	vertical	3	0.160243085	0.317151455
p12	vps	vertical	4	0.173499411	-0.791237965
p12	vps	vertical	5	0.177932146	-0.628240615
p12	vps	vertical	6	0.184927964	-0.45750212
p12	vps	vertical	7	0.197659775	0.074676885
p12	vps	vertical	8	0.205961534	-0.304011325
p12	vps	vertical	9	0.216072447	-0.768230565
p12	vps	vertical	10	0.232393571	-0.72686385
p12	vps	vertical	11	0.257755069	-0.351069975
p12	vps	vertical	12	0.297521013	-0.89271746
p12	vps	vertical	13	0.365628299	1.250055195
p12	vps	vertical	14	0.465108485	1.57962498
p12	vps	vertical	15	0.629590408	1.206694835
p12	vps	vertical	16	0.910499187	0.534245695
p12	vps	vertical	17	1.322412759	0.63926777
p12	vps	vertical	18	2.009589903	-0.00140799
p12	vps	vertical	19	3.218797025	0.029282175
p12	vps	vertical	20	5.404984685	-0.360653135
